VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract
KNDCE3LG9K,Pierce,Puyallup,WA,98371,2019,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,0,25,196664681,POINT (-122.320103 47.197193),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53053071205
1N4AZ1CP8K,King,Seattle,WA,98125,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,0,46,474446150,POINT (-122.303604 47.716244),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001201
5YJYGDEE9M,Snohomish,Marysville,WA,98270,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,38,139800853,POINT (-122.1769 48.06114),PUGET SOUND ENERGY INC,53061052903
WMW13DJ07P,King,Bellevue,WA,98004,2023,MINI,HARDTOP,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,48,212373122,POINT (-122.203169 47.619011),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024001
WBY1Z6C36H,King,Auburn,WA,98001,2017,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,81,0,47,142945960,POINT (-122.266685 47.308313),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029806
5YJ3E1EA4J,King,Woodinville,WA,98072,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,45,253317865,POINT (-122.132064 47.759381),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032320
5YJ3E1EC1L,King,Seattle,WA,98122,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,308,0,37,110387189,POINT (-122.303413 47.61065),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008800
1G1FW6S06H,King,Vashon,WA,98070,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,34,307619084,POINT (-122.469161 47.415443),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033027701
7SAYGDEE2N,King,Redmond,WA,98052,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45,205937658,POINT (-122.122018 47.678465),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032321
1N4AZ0CP8F,Grays Harbor,Hoquiam,WA,98550,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,24,7328555,POINT (-123.939506 47.067836),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF GRAYS HARBOR COUNTY,53027001300
5YJXCBE28K,King,Bellevue,WA,98004,2019,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,289,0,48,477215826,POINT (-122.203169 47.619011),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024002
WMEFJ9BA4K,King,Seattle,WA,98122,2019,SMART,EQ FORTWO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,58,0,37,220464968,POINT (-122.303413 47.61065),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007800
5YJ3E1EB8M,King,Seattle,WA,98117,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,36,168457894,POINT (-122.379354 47.687571),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003000
